,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
3927,JL885,XIII,TUDCA,Run 1,1,-0.295766708700462,0.320468959542396,0.782293449093315,-1.21811403053288,1.84847628991292,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.344297055391479,-0.507376252853676,1.3721303376824,-3.27534366988485,2.10340725383014,2.88336890251829,8.86849110376185,-0.827561121812757,-0.834899112234674,-0.834899112234675,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3928,JL885,XIII,TUDCA,Run 1,2,-0.091549952466957,0.368266003719173,0.77341030581594,-1.16131417294466,1.87045422585383,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.344297055391479,-0.417681201161786,1.36365995319789,-3.34045626098562,2.0050907555501,2.88336890251829,8.86849110376185,-0.827561121812757,-0.834899112234674,-0.834899112234675,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3929,JL885,XIII,TUDCA,Run 1,3,-1.33773331107645,0.364415568999724,0.775171904270363,-1.21191969226927,1.82675417247056,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.344297055391479,-0.421195133429634,1.35053459526775,-3.14537676731179,2.14871884613778,2.88336890251829,8.86849110376185,-0.827561121812757,-0.834899112234674,-0.834899112234675,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3930,JL885,XIV,GCA,Run 1,1,-1.56448909006116,0.543456422343879,0.786769111505256,-1.02831272262975,2.05582219447085,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.96816279097147,-0.45352484470625,1.22942708063487,-2.75709533347644,2.06225882261226,2.88336890251829,-2.6822932275739,-2.29159510128814,7.89813794514823,7.89813794514823,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
3931,JL885,XIV,GCA,Run 1,2,0.818781489010526,0.591253466520656,0.808507255501809,-1.03899396708048,2.13035447448661,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.96816279097147,-0.36382979301436,1.22434123854744,-2.6347566920038,2.16466096310215,2.88336890251829,-2.6822932275739,-2.29159510128814,7.89813794514823,7.89813794514823,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
3932,JL885,XIV,GCA,Run 1,3,-0.481192942867022,0.587403031801207,0.786981929260934,-0.9918896266003,2.09307953610256,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.96816279097147,-0.367343725282207,1.18660516399577,-2.62347344141344,2.02801880144997,2.88336890251829,-2.6822932275739,-2.29159510128814,7.89813794514823,7.89813794514823,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,772.0,7,4,6,464.6,133.0
3933,JL885,XIV,GCDCA,Run 1,1,-0.453050825215575,0.990216520500242,0.77245670498774,-0.56756879537194,2.46046148818,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.3764046889929,0.645930639085968,1.21527921157997,-1.42426802386562,3.33962648552788,2.88336890251829,1.39196070137746,-2.29159510128814,3.43205598136929,3.43205598136929,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3934,JL885,XIV,GCDCA,Run 1,2,-0.398974939175143,1.03801356467702,0.778500537153233,-0.522080345921096,2.52964175971958,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.3764046889929,0.735625690777859,1.1894963944988,-1.34088519159183,3.32194067484347,2.88336890251829,1.39196070137746,-2.29159510128814,3.43205598136929,3.43205598136929,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3935,JL885,XIV,GCDCA,Run 1,3,2.96637816634531,1.03416312995757,0.761715871203959,-0.49610927650832,2.4898169386112,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.3764046889929,0.732111758510011,1.20454223997365,-1.35127033438592,3.37053524631079,2.88336890251829,1.39196070137746,-2.29159510128814,3.43205598136929,3.43205598136929,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3936,JL885,XIV,GDCA,Run 1,1,-1.57042640756328,0.907706504566127,0.791582192744601,-0.674764702634585,2.42823749292425,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.31126448677517,2.90758313868556,1.15113058838111,0.636674523573223,5.14910643002716,2.88336890251829,0.423830512360869,-2.29159510128814,6.56768958284674,6.56768958284674,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3937,JL885,XIV,GDCA,Run 1,2,2.42321143072454,0.955503548742903,0.794308666705386,-0.630970679926614,2.4827192935585,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.31126448677517,2.99727819037745,1.15366770864895,0.690807203788581,5.21318462169246,2.88336890251829,0.423830512360869,-2.29159510128814,6.56768958284674,6.56768958284674,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3938,JL885,XIV,GDCA,Run 1,3,7.94538411352729,0.951653114023454,0.786224129353058,-0.591125982265734,2.49087260479825,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.31126448677517,2.9937642581096,1.14626717118961,0.792040487239704,5.28540779830297,2.88336890251829,0.423830512360869,-2.29159510128814,6.56768958284674,6.56768958284674,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3939,JL885,XIV,GLCA,Run 1,1,-0.877871702136981,-0.517800622511605,0.78179077534646,-2.11996991369879,0.944649925659335,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.91626377916578,-0.307013546227751,1.34379037971589,-2.99158542531498,2.27607286317129,2.88336890251829,3.69527630893006,-2.29159510128814,2.07726227307767,2.07726227307767,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,695.0,4,3,6,433.6,86.6
3940,JL885,XIV,GLCA,Run 1,2,-1.09803208296053,-0.470003578334828,0.783223984556415,-2.05251588938889,1.01772213007225,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.91626377916578,-0.217318494535861,1.37508876522057,-2.90734041581617,2.48300754384845,2.88336890251829,3.69527630893006,-2.29159510128814,2.07726227307767,2.07726227307767,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,695.0,4,3,6,433.6,86.6
3941,JL885,XIV,GLCA,Run 1,3,1.14865638468866,-0.473854013054277,0.800980910600383,-2.12165242989208,1.01819273966141,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.91626377916578,-0.220832426803708,1.32884422509473,-2.91726516542658,2.29180419694476,2.88336890251829,3.69527630893006,-2.29159510128814,2.07726227307767,2.07726227307767,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,695.0,4,3,6,433.6,86.6
3942,JL885,XIV,GUDCA,Run 1,1,-0.481517523549649,1.16502587987201,0.827390392491613,-0.579461137126164,2.66390920144096,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,1.364704993739,2.13325265321934,1.29553623411745,-0.453309340954514,4.6251926967859,2.88336890251829,0.454320669513213,-2.29159510128814,4.04271555612529,4.04271555612529,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3943,JL885,XIV,GUDCA,Run 1,2,5.86756259181952,1.21282292404878,0.811806515184195,-0.439983237089426,2.74229830243262,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,1.364704993739,2.22294770491123,1.28724191633257,-0.387207726164241,4.65878058585943,2.88336890251829,0.454320669513213,-2.29159510128814,4.04271555612529,4.04271555612529,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3944,JL885,XIV,GUDCA,Run 1,3,0.931810289673218,1.20897248932934,0.829919260182688,-0.552453419533369,2.70083008038277,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,1.364704993739,2.21943377264339,1.29506770394852,-0.329403490638586,4.74726190883963,2.88336890251829,0.454320669513213,-2.29159510128814,4.04271555612529,4.04271555612529,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,727.0,5,4,6,449.6,107.0
3945,JL885,XIV,TCA,Run 1,1,0.595043184321827,1.12194136127347,0.77999171445513,-0.517865549382301,2.53970197128181,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.8293118182861,1.68625376698168,1.40970470788211,-1.31444912154802,4.21159333334984,2.88336890251829,1.65564451596855,-2.29159510128814,4.39300764067346,4.39300764067346,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,83.4,2,1,0,163.38,37.3
3946,JL885,XIV,TCA,Run 1,2,0.0752089240963201,1.16973840545025,0.789141980742831,-0.498251619756892,2.595184944755,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.8293118182861,1.77594881867357,1.39682484373685,-1.32189071053946,4.153662676909,2.88336890251829,1.65564451596855,-2.29159510128814,4.39300764067346,4.39300764067346,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,83.4,2,1,0,163.38,37.3
3947,JL885,XIV,TCA,Run 1,3,4.50542252293008,1.1658879707308,0.783533426738486,-0.451069635022844,2.62038139779202,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.8293118182861,1.77243488640572,1.36365930595153,-1.16402189385536,4.18152258547462,2.88336890251829,1.65564451596855,-2.29159510128814,4.39300764067346,4.39300764067346,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,83.4,2,1,0,163.38,37.3
3948,JL885,XIV,TCDCA,Run 1,1,0.229640232228649,0.434459323394071,0.806372499821061,-1.19382441434114,1.96715578495742,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.01639329154881,0.130292014887973,1.22209328200462,-2.22693597103251,2.56366969442561,2.88336890251829,1.06153468807591,-2.29159510128814,2.31371226557607,2.31371226557607,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3949,JL885,XIV,TCDCA,Run 1,2,0.998097126511266,0.482256367570848,0.801735100057787,-1.12204536289479,2.02075622933173,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.01639329154881,0.219987066579864,1.21615344371223,-2.10446385063419,2.66285764871775,2.88336890251829,1.06153468807591,-2.29159510128814,2.31371226557607,2.31371226557607,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3950,JL885,XIV,TCDCA,Run 1,3,-0.550022875587994,0.478405932851399,0.80403318383532,-1.12880110718374,2.02300897345072,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.01639329154881,0.216473134312016,1.16504090201388,-2.05689956188211,2.51006077401229,2.88336890251829,1.06153468807591,-2.29159510128814,2.31371226557607,2.31371226557607,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3951,JL885,XIV,TDCA,Run 1,1,-0.0954195650786824,1.23523234787505,0.8128096848935,-0.438758848368987,2.74745511641353,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.54822502066082,1.43140652468557,1.15297736356187,-0.754373795285893,3.76529746987663,2.88336890251829,1.71420396423375,-2.29159510128814,3.13209115092182,3.13209115092182,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3952,JL885,XIV,TDCA,Run 1,2,1.55174423352129,1.28302939205182,0.800267480120448,-0.357721975950798,2.77932654612136,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.54822502066082,1.52110157637746,1.1384702232338,-0.687058146979632,3.77574512809687,2.88336890251829,1.71420396423375,-2.29159510128814,3.13209115092182,3.13209115092182,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3953,JL885,XIV,TDCA,Run 1,3,2.82728014543034,1.27917895733237,0.820862564655183,-0.379747240002425,2.83803401344589,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,2.54822502066082,1.51758764410962,1.15619736783258,-0.658740012880581,3.87355366902313,2.88336890251829,1.71420396423375,-2.29159510128814,3.13209115092182,3.13209115092182,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3954,JL885,XIV,TLCA,Run 1,1,-0.768994448358844,0.590714232717592,0.79315197350971,-1.0012828736707,2.10787286248737,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.99840902086176,-0.967195285028997,1.24371435207183,-3.47869227518669,1.3966679849349,2.88336890251829,3.41497781934802,-2.29159510128814,-1.24691510018844,-1.24691510018844,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,825.0,5,3,7,483.7,112.0
3955,JL885,XIV,TLCA,Run 1,2,-0.492083724583845,0.638511276894369,0.792061873055067,-0.951610178240485,2.15327236413538,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.99840902086176,-0.877500233337106,1.24023744859584,-3.31858312125351,1.54314767724217,2.88336890251829,3.41497781934802,-2.29159510128814,-1.24691510018844,-1.24691510018844,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,825.0,5,3,7,483.7,112.0
3956,JL885,XIV,TLCA,Run 1,3,-1.75168709987297,0.63466084217492,0.791205486664227,-0.94365883890715,2.15786666881662,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,3.99840902086176,-0.881014165604954,1.22755448267574,-3.36070463819875,1.45130893389015,2.88336890251829,3.41497781934802,-2.29159510128814,-1.24691510018844,-1.24691510018844,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,825.0,5,3,7,483.7,112.0
3957,JL885,XIV,TUDCA,Run 1,1,-0.699471409057814,0.659087887757727,0.794287542006493,-0.960753384034493,2.15285378063096,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.344297055391479,0.184953621066165,1.13975396215673,-2.12324126109898,2.3445942705554,2.88336890251829,8.86849110376185,-2.29159510128814,-0.118744367174702,-0.118744367174703,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3958,JL885,XIV,TUDCA,Run 1,2,-1.10246936727432,0.706884931934504,0.78672281321492,-0.88691380739828,2.19703962040421,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.344297055391479,0.274648672758055,1.12061943685827,-1.93954398814375,2.45328420434065,2.88336890251829,8.86849110376185,-2.29159510128814,-0.118744367174702,-0.118744367174703,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3959,JL885,XIV,TUDCA,Run 1,3,2.22535503926832,0.703034497215055,0.794611572205427,-0.89419162636796,2.22068573667731,1.65797956103065,-8.47806039808374,0.983687464008588,0.674292097022065,0.344297055391479,0.271134740490208,1.18499648522699,-2.07338281577435,2.57180340631544,2.88336890251829,8.86849110376185,-2.29159510128814,-0.118744367174702,-0.118744367174703,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,621.0,2.0,2.0,2.0,359.4,65.2,858.0,6,4,7,499.7,132.0
3960,JL885,XIX,GCA,Run 6,1,0.329315074531723,0.428899148813336,0.775942786180096,-1.13718827259562,1.90450744923036,1.65797956103065,-9.24171771015703,2.89483441684899,-1.23685485581834,0.96816279097147,0.202354731783485,1.46360464922663,-2.62154806633411,3.1157821586343,2.88336890251829,-2.6822932275739,-0.0538803237349156,7.12415226272899,7.12415226272899,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
3961,JL885,XIX,GCA,Run 6,2,0.454092361449037,0.454418197167267,0.780086132681778,-1.11768664575524,1.94025099435733,1.65797956103065,-9.24171771015703,2.89483441684899,-1.23685485581834,0.96816279097147,0.246412841595288,1.39619483647109,-2.40859562343877,3.06448813552791,2.88336890251829,-2.6822932275739,-0.0538803237349156,7.12415226272899,7.12415226272899,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
3962,JL885,XIX,GCA,Run 6,3,0.123964879130555,0.473935880140631,0.766293914958965,-1.08174148634966,1.92213066028948,1.65797956103065,-9.24171771015703,2.89483441684899,-1.23685485581834,0.96816279097147,0.279512705241313,1.46450259079252,-2.38486967877143,3.35598047713524,2.88336890251829,-2.6822932275739,-0.0538803237349156,7.12415226272899,7.12415226272899,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
3963,JL885,XIX,GCDCA,Run 6,1,2.39771003333873,0.875659246969699,0.724752066530824,-0.615902142703498,2.22512595809733,1.65797956103065,-9.24171771015703,2.89483441684899,-1.23685485581834,3.3764046889929,2.35181458317439,1.24593205873924,-0.185435651118949,4.69861801913886,2.88336890251829,1.39196070137746,-0.0538803237349156,6.29893335182642,6.29893335182642,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,572.0,5.0,3.0,1.0,346.4,87.0,727.0,5,4,6,449.6,107.0
